age,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,attendance_percentage,stress_level,assignments_completed,productivity_score
19,4.4,8.8,4.3,2.8,95.1,2,25,57.6
24,2.6,8.0,0.5,0.7,100.0,9,9,44.0
22,2.5,4.9,5.7,3.4,57.7,10,14,34.2
20,4.4,8.0,3.4,2.6,68.2,8,28,52.2
20,5.2,6.6,2.9,2.0,91.8,1,20,71.9
24,6.6,5.9,2.9,2.1,67.2,5,19,69.0
18,6.7,5.9,4.8,3.4,54.0,2,29,67.7
24,4.0,9.3,5.0,3.2,70.0,4,14,41.8
18,4.4,7.6,4.0,2.4,81.7,1,10,50.4
23,3.4,7.3,4.1,2.6,69.0,8,10,45.5
19,3.1,5.3,3.0,2.4,53.9,1,13,43.4
19,3.0,6.6,3.1,1.8,66.0,9,13,45.2
20,7.1,7.9,3.0,1.8,92.1,5,24,80.7
23,5.8,7.8,3.7,2.3,43.9,2,20,60.4
20,1.6,3.7,2.2,1.4,66.9,4,5,22.3
18,3.0,7.7,6.5,3.7,74.9,3,17,41.3
23,3.4,7.1,3.0,2.5,93.7,3,5,48.3
24,3.2,6.5,3.0,2.2,86.2,2,26,70.5
23,5.3,5.9,5.9,3.8,48.7,1,20,63.4
23,1.0,7.0,4.0,2.9,92.8,6,17,45.5
20,6.1,4.5,2.3,2.1,49.1,4,29,64.7
20,4.9,7.5,4.1,2.3,69.7,7,3,39.2
21,4.5,3.0,2.9,2.0,66.5,7,13,31.5
18,2.3,7.0,3.6,2.9,64.0,7,4,29.9
21,4.1,7.3,3.9,2.6,39.2,9,25,51.8
24,3.5,7.8,4.7,2.6,68.5,3,12,45.3
20,3.1,5.9,4.7,3.4,74.8,9,9,35.3
21,6.5,9.1,4.7,3.4,78.4,6,26,59.2
21,2.6,6.0,1.9,1.8,76.6,6,29,58.8
20,2.2,6.6,6.7,4.8,68.8,10,28,43.5
18,5.4,9.2,4.3,3.5,61.5,3,5,37.8
22,5.5,6.8,3.5,2.3,76.6,9,27,68.8
18,4.5,6.8,5.2,3.7,65.4,9,23,52.0
22,0.5,8.8,5.7,4.0,86.1,9,9,25.7
19,3.9,4.7,3.2,1.9,69.1,3,24,58.0
22,0.9,7.8,4.2,2.8,64.8,8,17,35.1
24,5.1,9.5,5.2,2.9,71.8,6,9,36.9
23,2.6,4.8,7.3,5.2,75.2,2,27,42.9
23,6.4,5.7,3.0,2.3,90.8,8,4,55.4
20,3.5,7.1,5.7,4.1,93.7,8,7,38.1
23,2.5,5.9,1.6,0.7,86.3,4,27,62.7
18,6.5,6.4,3.4,1.8,64.4,5,8,57.3
19,7.6,7.7,4.5,2.6,55.4,7,25,63.4
21,3.9,8.2,2.9,2.2,54.8,7,18,57.5
19,8.1,7.2,3.9,3.2,62.0,7,13,61.9
18,4.5,6.6,4.4,2.5,88.4,7,9,47.3
24,0.5,6.4,3.9,2.6,84.7,10,17,41.1
23,3.1,7.0,1.2,0.5,64.1,7,5,49.6
20,4.8,6.6,6.4,3.9,50.2,3,24,52.6
18,0.5,5.2,4.0,2.8,96.7,7,6,24.4
24,4.9,8.1,5.2,4.3,81.6,10,19,45.8
23,5.9,6.2,6.2,4.1,72.8,2,13,61.8
23,5.0,4.8,3.6,2.8,67.5,8,24,62.5
24,2.9,5.7,5.0,3.0,99.8,9,11,47.7
21,5.7,5.5,5.4,3.4,58.1,9,24,56.2
18,5.7,5.4,4.4,3.1,77.4,5,6,54.6
18,4.6,4.9,5.1,3.9,91.3,10,10,41.9
19,2.6,6.6,1.3,1.1,72.4,9,15,48.4
19,2.4,5.4,4.8,3.4,64.8,1,4,35.2
24,4.2,5.5,4.5,3.7,49.8,10,20,39.5
24,3.9,5.8,2.9,1.7,77.9,6,25,62.3
20,3.8,4.4,6.1,4.8,80.1,1,5,39.4
19,6.9,7.4,4.7,2.9,65.4,3,3,56.5
22,1.8,3.2,4.9,3.8,75.2,3,25,30.8
19,5.0,5.9,4.1,3.0,74.4,5,14,56.3
23,1.9,7.1,4.8,2.8,80.4,2,5,35.2
21,3.0,3.7,2.2,1.8,59.3,9,9,36.4
24,2.9,7.6,4.6,3.3,90.9,9,15,51.0
21,5.5,7.2,4.1,2.9,69.3,8,29,57.7
18,4.1,7.1,2.8,2.4,79.7,2,15,57.8
18,8.4,4.4,5.2,3.1,73.3,1,27,77.5
21,1.9,6.4,2.2,1.5,100.0,7,12,51.0
20,3.3,4.6,1.9,1.6,79.8,8,23,52.5
23,3.9,6.0,4.4,3.0,52.2,3,12,47.4
20,3.3,7.3,5.3,3.9,75.7,2,22,56.9
21,5.9,5.5,7.1,5.1,84.1,6,20,55.8
20,5.9,9.4,3.9,2.9,100.0,6,21,67.7
18,4.3,7.4,6.4,4.3,90.9,3,4,48.3
22,6.2,4.2,3.6,2.4,44.5,7,12,49.7
20,4.9,7.6,3.8,3.5,82.6,1,16,66.3
24,4.8,5.4,2.9,2.7,64.0,5,12,53.7
23,5.9,4.3,2.8,2.0,56.3,6,29,62.7
23,6.0,5.6,3.9,2.9,84.5,7,8,57.3
23,2.8,7.3,4.3,2.4,49.1,10,28,49.0
20,5.1,5.4,3.2,2.2,78.5,10,14,51.2
24,6.8,7.3,5.9,3.9,88.9,9,21,59.1
19,5.7,9.5,5.8,4.0,65.2,8,9,31.5
20,5.1,6.4,6.3,4.4,99.0,7,25,66.7
23,6.9,8.3,6.1,3.7,71.4,2,20,67.9
20,5.7,8.0,4.0,3.0,48.3,5,18,56.5
23,2.5,6.4,4.7,3.5,97.5,5,21,59.0
22,0.5,6.2,5.1,3.9,70.3,4,8,30.0
21,1.8,5.8,5.6,3.5,100.0,5,6,36.2
19,0.9,5.5,6.6,4.6,91.3,2,20,39.5
22,0.5,5.6,6.5,4.1,94.7,7,5,30.9
19,1.4,6.5,5.3,3.8,78.7,7,25,53.3
21,2.0,7.1,4.2,2.6,57.7,8,14,37.6
21,4.6,7.2,4.8,3.6,76.3,3,19,56.6
18,1.5,5.2,4.4,3.1,69.2,3,25,41.4
19,0.5,6.8,4.0,3.4,92.5,10,23,43.7
20,4.4,5.8,3.5,2.6,68.6,4,19,53.7
19,4.6,7.1,3.1,2.6,90.0,1,21,67.7
22,3.9,6.4,5.8,3.6,68.2,10,12,42.9
24,2.6,5.2,5.1,3.9,81.5,6,20,53.7
21,5.8,3.7,4.1,3.3,95.9,7,25,52.0
20,4.8,5.0,2.2,1.3,69.6,4,9,56.2
20,6.2,6.1,5.6,3.9,80.7,2,23,70.6
22,3.0,7.4,4.7,3.4,63.7,10,14,43.1
21,2.5,6.1,5.2,4.2,53.6,5,8,28.8
23,8.3,5.4,3.6,2.5,100.0,1,10,78.8
24,3.4,6.1,3.0,1.9,79.5,5,29,67.3
22,5.0,5.4,6.1,4.8,68.6,9,24,49.5
21,2.6,9.1,4.0,2.5,73.3,2,26,59.5
19,4.1,5.9,4.2,2.0,81.6,2,7,55.6
23,4.1,6.1,1.7,1.1,54.4,7,11,57.0
21,5.7,5.1,1.6,0.9,65.6,8,5,42.9
21,8.2,6.1,3.1,2.4,59.2,9,26,70.3
21,5.1,4.9,1.3,0.7,58.5,5,5,41.4
18,3.2,8.0,1.0,0.8,100.0,4,16,65.4
23,3.2,8.4,4.1,2.5,81.6,10,13,36.1
24,5.5,5.9,4.6,2.6,80.9,4,29,69.4
22,4.3,6.9,3.9,2.8,72.8,4,15,51.9
18,5.9,8.4,3.8,1.9,75.6,10,9,47.9
24,1.5,7.9,1.8,1.4,72.3,4,13,46.0
19,4.2,8.1,5.0,4.0,63.0,10,5,42.4
20,1.1,8.1,1.6,1.5,66.7,8,27,50.9
24,2.0,4.3,6.6,4.4,67.7,5,11,31.5
18,7.9,7.6,0.5,0.5,81.0,2,18,87.3
19,5.8,6.8,3.0,2.7,62.2,3,10,60.6
20,0.5,6.4,5.3,3.2,65.0,9,6,27.7
18,4.0,3.0,6.2,4.4,70.9,8,24,29.3
19,7.3,5.7,3.4,2.7,48.1,9,15,47.4
21,1.9,5.7,0.9,0.7,61.3,3,5,48.4
19,5.0,4.1,2.8,1.2,77.5,1,11,52.1
18,3.8,8.3,2.0,2.0,89.9,5,5,49.4
23,3.6,5.7,3.2,2.0,96.3,3,4,50.2
21,3.7,8.5,5.6,4.1,100.0,4,22,50.9
20,5.9,4.8,2.2,1.8,66.8,8,24,61.7
23,4.7,5.2,3.5,3.1,79.0,10,20,58.8
23,4.8,6.3,4.7,3.0,70.1,9,21,60.4
20,4.3,7.0,4.8,2.6,100.0,1,29,71.9
22,3.5,7.7,4.0,2.3,70.5,2,19,53.6
18,3.8,8.1,6.4,4.4,88.9,6,18,53.8
22,4.3,7.2,3.3,2.2,87.8,7,20,66.5
21,3.5,3.6,4.7,3.3,80.4,9,18,31.9
23,3.4,5.4,2.6,1.7,63.9,6,5,43.3
24,3.6,8.9,4.2,3.4,78.0,10,17,43.2
24,6.0,8.0,6.1,4.7,60.2,9,4,47.4
23,5.9,7.6,2.4,1.7,74.8,7,27,80.1
23,4.1,5.1,5.0,3.4,59.6,7,19,46.0
22,6.5,6.0,3.2,2.1,69.6,1,20,78.1
19,3.1,6.2,4.3,2.9,85.7,7,16,43.7
20,2.8,6.6,3.3,2.5,74.5,7,24,43.2
20,4.9,8.5,0.7,0.2,95.2,6,17,72.8
20,6.5,7.4,2.7,2.2,86.8,5,9,57.0
24,3.9,5.8,6.1,4.2,100.0,6,19,57.1
18,4.8,7.0,5.9,4.2,76.5,8,17,50.7
23,4.4,4.5,4.4,2.2,64.0,7,16,50.5
19,1.7,9.1,3.6,1.9,75.4,2,3,34.2
22,6.3,5.4,3.9,3.3,68.1,5,25,66.9
21,3.3,7.4,1.6,1.2,44.8,1,28,74.0
20,0.5,8.3,1.6,0.5,71.5,7,9,36.0
19,5.9,6.5,3.3,1.7,80.5,8,17,63.8
18,5.5,6.4,2.7,1.8,74.9,1,12,65.3
24,3.6,5.9,2.2,1.7,98.1,5,15,53.0
18,3.0,5.4,4.3,2.1,79.6,10,4,32.0
18,4.3,4.6,3.5,2.4,97.8,6,29,65.0
20,4.4,7.2,4.1,2.9,43.4,8,8,38.6
24,4.4,4.7,4.8,3.4,69.3,8,9,36.4
20,3.4,3.4,8.0,6.0,59.5,9,23,21.1
22,4.0,4.1,6.2,3.7,71.2,10,3,26.8
21,3.3,7.1,1.2,1.0,85.3,10,12,59.4
18,2.2,7.5,5.8,3.3,66.7,1,3,35.7
19,3.7,4.6,6.0,4.4,64.7,3,24,46.1
18,1.4,4.4,3.9,3.4,35.2,1,12,28.5
23,7.9,6.7,1.3,0.2,48.9,9,19,74.6
18,1.8,5.6,6.8,5.6,74.5,4,18,35.2
21,4.2,6.9,3.3,2.1,72.5,7,8,50.0
24,5.5,5.1,3.7,2.6,60.3,1,8,51.9
20,4.1,6.2,4.0,2.7,88.4,7,28,58.2
24,4.0,5.5,5.3,3.9,83.8,2,13,47.6
22,4.6,8.3,3.3,2.4,68.1,6,13,54.0
18,2.7,7.5,1.3,0.3,88.1,4,12,54.8
24,2.1,6.4,4.7,3.3,65.5,7,8,34.0
22,3.7,10.0,4.7,2.9,72.9,6,21,45.2
21,3.0,8.8,4.6,3.4,71.0,6,23,46.2
22,5.1,7.2,3.9,2.8,72.5,6,5,49.4
22,2.1,7.2,2.3,1.3,61.1,2,18,52.4
19,3.8,5.2,1.7,1.1,68.7,1,23,60.6
21,2.2,4.8,5.2,3.6,79.8,9,10,32.0
23,6.8,8.2,2.2,1.2,74.0,7,15,63.5
19,1.6,7.7,5.5,4.1,98.1,6,29,48.1
22,2.2,8.4,4.2,3.2,65.1,6,28,48.8
23,7.1,7.6,2.7,2.7,66.6,9,29,80.7
23,7.4,6.8,1.9,1.8,90.2,1,5,66.8
24,1.7,8.7,3.2,2.7,68.8,1,25,51.3
18,0.8,5.8,4.4,3.0,53.8,2,22,44.8
24,4.6,5.9,4.9,3.1,69.2,2,27,70.8
22,4.9,6.0,4.3,3.4,68.5,4,5,41.9
21,3.0,7.9,3.2,1.3,61.1,1,11,62.9
23,5.0,9.8,2.3,1.7,63.6,7,27,51.9
20,2.7,8.9,5.8,4.4,64.2,8,3,27.2
18,2.9,5.5,3.3,1.7,84.9,10,4,35.9
18,4.5,9.3,2.5,1.2,99.6,9,16,45.6
24,2.7,6.4,1.6,1.1,64.2,5,24,54.2
22,5.3,5.7,4.9,3.7,88.6,10,3,49.9
18,2.4,9.6,4.4,3.4,67.8,1,18,48.0
24,3.7,4.7,5.3,4.1,70.5,2,22,55.9
20,0.5,5.8,3.2,1.7,64.9,8,3,21.6
21,2.1,4.6,4.1,2.9,82.8,1,10,44.8
24,6.2,4.6,5.6,3.4,100.0,7,13,53.9
21,2.7,6.0,2.7,1.7,100.0,1,4,51.9
20,3.8,7.8,3.1,1.4,77.9,2,29,65.5
18,2.9,8.6,1.1,0.7,78.3,4,6,45.0
20,2.8,4.4,4.1,2.7,92.5,7,23,43.4
20,2.4,7.8,5.2,3.2,55.4,9,8,26.1
18,2.6,9.5,1.7,1.0,65.6,5,3,29.7
22,4.4,4.6,1.8,1.3,91.1,9,16,54.4
20,2.9,4.6,4.3,3.1,43.9,8,8,27.1
22,6.3,5.7,3.0,1.8,70.3,8,8,47.7
24,4.3,6.2,3.3,2.5,75.0,1,13,57.3
22,1.6,8.5,5.2,3.7,84.0,3,15,40.7
21,4.6,6.9,3.6,2.2,73.9,2,23,67.6
24,2.5,6.4,3.2,2.0,62.2,5,24,54.9
19,5.0,6.0,4.6,2.9,45.8,4,9,43.2
18,3.3,7.9,3.6,2.8,85.3,10,15,39.3
24,4.5,7.4,3.8,2.7,71.3,6,5,57.6
23,5.4,5.6,6.0,5.0,55.3,9,15,46.8
21,6.3,6.5,3.9,2.7,66.8,6,11,56.0
20,5.7,6.8,3.0,2.4,68.2,3,13,58.4
24,3.4,5.5,3.5,2.3,58.8,5,11,39.3
19,0.5,6.4,2.7,1.7,89.6,2,19,55.0
21,0.8,6.6,3.1,2.2,81.9,5,4,30.0
20,0.6,5.7,5.1,4.0,94.2,10,26,34.2
18,6.1,7.5,4.4,3.4,71.9,10,14,50.1
18,4.4,8.3,4.3,3.6,92.8,4,8,40.4
23,5.0,4.5,1.7,0.9,73.4,1,29,67.4
22,6.8,6.6,3.5,2.7,74.7,10,9,63.2
22,5.3,8.6,4.0,2.8,77.5,10,8,52.0
18,4.1,8.5,3.5,2.5,79.3,4,7,42.9
18,2.6,6.2,3.0,2.4,65.4,5,19,45.5
19,4.7,7.0,1.1,1.0,48.3,2,17,64.0
24,2.5,7.9,4.4,3.5,63.9,4,28,62.7
18,5.9,7.5,2.1,1.2,53.6,7,15,63.5
23,1.4,5.6,6.6,4.7,67.4,3,15,45.1
19,0.6,4.4,2.6,2.3,68.0,7,16,31.5
18,1.6,6.0,4.3,3.2,59.2,9,14,33.2
18,1.3,4.9,4.0,2.6,59.7,4,18,33.8
22,8.0,5.8,4.0,2.8,84.9,10,9,64.8
18,3.1,5.5,4.0,3.4,45.2,10,28,45.7
22,7.2,6.8,3.8,1.9,61.5,10,25,61.4
20,4.8,6.1,2.7,2.4,58.0,6,3,47.3
24,3.3,8.3,5.4,3.2,87.3,4,23,40.5
23,4.0,7.8,5.2,3.4,44.0,5,5,31.1
18,5.3,5.6,4.1,3.0,79.2,4,21,62.5
21,2.9,8.1,3.2,2.5,58.2,2,17,54.3
24,4.0,8.2,5.1,3.3,47.5,1,17,56.0
19,4.3,3.0,4.1,2.6,74.0,8,12,24.6
18,3.5,6.6,3.9,2.7,74.8,7,17,48.3
23,8.0,5.9,6.0,4.2,83.5,5,24,77.5
21,3.8,6.4,4.4,3.3,88.1,3,12,54.0
22,3.9,7.5,3.1,1.7,65.5,7,18,49.8
19,6.4,7.6,6.8,5.0,78.5,7,23,67.5
18,2.8,4.9,4.8,3.8,92.5,9,15,39.6
23,4.0,5.4,1.8,0.5,76.2,4,10,56.8
23,3.0,6.3,4.3,2.7,75.0,10,12,45.7
22,6.9,8.7,2.3,1.1,73.2,2,3,65.1
24,3.8,4.2,4.5,3.7,60.5,10,15,28.3
23,7.3,6.4,4.0,2.5,77.5,4,29,84.9
21,6.1,6.8,3.9,3.6,65.2,4,9,59.3
24,5.6,5.6,3.8,2.6,52.8,3,3,52.0
23,2.8,6.3,7.5,5.2,62.2,2,9,41.4
23,2.0,4.1,4.1,2.3,75.5,6,26,40.6
20,4.0,4.9,2.4,1.6,68.9,2,21,54.7
18,2.7,6.7,4.7,3.7,79.2,5,5,42.6
22,2.9,7.1,4.2,2.4,80.3,1,6,44.2
20,2.5,5.3,2.8,2.0,92.6,2,24,55.0
23,3.2,7.3,4.4,3.4,61.9,4,19,53.6
19,2.6,8.2,4.6,3.1,76.3,8,10,32.8
21,6.1,9.0,3.8,2.5,80.9,9,27,70.7
20,5.7,7.9,4.4,3.6,69.6,4,9,54.7
21,3.8,7.5,0.5,0.2,89.4,6,27,65.7
22,4.7,6.1,2.0,1.6,86.4,4,16,56.1
22,7.3,5.4,4.8,3.4,62.8,5,27,68.1
21,3.6,4.4,7.7,5.2,67.3,3,17,47.3
24,0.5,6.8,3.1,2.1,74.0,1,8,38.6
20,2.2,6.1,3.1,3.1,80.1,6,13,51.5
23,6.0,8.1,5.3,2.8,73.5,10,11,48.4
21,1.7,6.5,4.5,3.0,91.9,6,28,52.7
24,3.5,8.4,5.3,3.3,92.7,3,17,52.3
19,3.6,5.5,3.8,3.3,70.5,6,3,37.0
18,4.6,5.8,6.5,4.7,94.6,2,25,64.0
22,6.0,4.6,5.5,4.1,97.4,2,26,67.7
20,5.2,6.1,4.6,3.1,79.2,2,4,62.4
18,5.7,5.2,1.6,0.7,55.7,4,5,51.6
23,4.0,6.4,6.4,4.3,73.7,8,11,46.7
20,4.6,7.0,2.8,1.7,91.8,4,12,56.0
18,5.1,5.3,4.1,2.6,73.8,7,26,63.8
23,1.0,7.3,3.0,2.5,66.3,8,3,31.2
18,3.6,8.2,4.9,3.8,68.3,7,11,44.5
20,7.1,5.5,3.2,2.4,80.0,9,22,64.9
18,5.5,6.2,4.1,3.6,77.5,6,7,51.8
24,3.8,5.3,5.8,3.7,65.9,10,20,47.8
18,3.1,7.2,3.4,2.5,100.0,8,10,47.8
20,4.5,6.2,5.7,4.3,77.4,8,9,51.0
20,6.3,6.1,0.7,0.3,61.6,9,3,49.0
22,3.3,8.4,4.4,3.7,79.4,4,18,60.1
22,1.8,7.2,5.6,3.7,84.1,3,28,49.1
23,3.0,6.8,3.5,1.8,43.2,6,20,45.4
20,1.6,8.9,3.1,2.4,97.3,5,23,40.9
20,6.6,6.8,2.7,1.6,62.4,9,27,65.8
22,4.9,4.6,4.8,3.9,86.8,5,12,46.1
21,5.5,7.4,2.9,2.6,75.6,8,22,57.3
22,2.6,4.9,2.1,1.7,92.9,8,12,42.1
24,1.5,3.0,5.3,2.9,67.4,9,6,11.3
18,3.8,4.9,5.2,3.8,100.0,6,4,42.7
18,4.1,6.9,4.2,2.8,73.2,3,5,51.4
21,2.8,5.1,4.3,3.2,79.9,9,22,40.4
18,1.3,5.0,2.9,2.5,77.9,5,8,38.8
22,4.7,5.8,0.8,0.7,79.3,5,19,68.6
23,3.2,9.2,4.6,3.7,53.5,5,14,41.2
20,0.9,6.9,4.5,3.4,76.8,5,14,40.8
19,5.3,7.5,3.8,3.0,61.7,7,12,52.8
21,4.6,3.9,6.5,4.4,62.9,9,19,34.8
23,6.2,5.5,5.6,3.5,92.0,6,26,54.4
23,1.3,3.3,1.5,1.4,76.6,3,15,30.6
19,0.5,6.1,3.8,2.4,80.8,7,18,39.3
19,6.9,5.0,5.2,3.8,62.4,3,3,42.5
22,3.4,6.6,3.5,1.9,85.7,3,27,63.7
23,4.9,4.9,5.5,4.3,72.4,7,8,38.0
18,5.6,6.2,6.3,4.8,94.7,4,10,54.9
18,6.8,5.1,2.7,2.2,92.5,7,21,69.6
18,5.6,5.7,2.5,1.8,94.7,10,10,57.8
23,3.6,5.8,3.6,2.7,68.9,7,12,48.5
23,4.0,7.4,2.4,2.1,84.1,8,9,57.1
24,3.7,5.1,4.8,3.3,71.0,4,21,52.7
21,5.7,4.9,5.5,4.7,74.4,5,28,66.4
18,4.7,5.3,4.9,3.8,86.7,4,14,46.3
21,4.7,6.3,2.9,1.7,91.8,3,8,56.0
23,4.2,6.2,3.5,2.8,81.5,3,9,52.6
21,3.7,6.0,2.5,1.6,81.6,5,3,50.0
21,6.9,6.8,5.6,4.0,83.9,10,7,54.4
24,2.8,6.8,3.4,2.5,65.1,7,19,48.7
21,3.6,5.3,5.4,3.4,91.3,8,3,40.8
22,5.7,6.1,2.2,1.5,89.2,3,4,64.0
23,1.8,5.3,3.6,2.6,100.0,4,10,41.6
22,2.5,3.6,3.3,2.4,80.9,3,21,48.2
19,6.9,6.5,3.2,2.8,95.5,1,9,60.2
22,3.5,5.3,0.8,1.2,64.0,4,11,62.5
23,4.4,4.2,2.2,1.0,86.2,4,19,57.3
24,4.4,7.4,4.1,2.8,61.3,6,25,61.6
22,6.1,5.1,2.6,1.6,64.3,1,22,68.6
23,3.7,7.1,4.1,2.8,97.6,4,17,57.7
24,3.0,6.6,3.7,2.9,76.4,7,3,42.7
21,3.7,3.6,3.5,2.3,47.9,9,28,44.6
19,1.9,8.6,4.3,3.2,74.3,1,22,48.4
22,4.5,5.8,5.6,3.8,76.4,8,12,51.0
18,4.9,7.0,5.0,3.8,100.0,3,20,64.2
21,4.0,8.2,4.9,3.6,77.1,9,19,41.3
19,2.7,5.7,2.3,1.7,77.7,4,21,61.5
19,3.2,6.9,4.2,3.2,100.0,10,10,45.2
22,5.0,7.0,3.9,2.7,76.5,8,15,62.0
21,6.5,3.3,4.2,2.9,76.3,3,22,51.5
19,4.8,6.7,4.9,3.1,70.6,3,15,53.2
22,3.2,6.8,3.1,2.0,95.2,7,20,61.4
18,3.0,4.1,2.8,1.9,55.5,8,16,28.6
23,6.6,5.4,4.9,3.0,65.0,8,14,55.7
20,0.5,5.6,7.4,5.6,27.9,9,24,18.1
22,5.4,5.0,5.1,3.2,98.0,10,11,47.3
24,4.7,8.3,2.4,2.1,75.9,7,9,49.5
23,6.0,6.8,3.9,1.8,87.2,5,27,74.6
22,6.8,4.2,4.0,2.8,100.0,7,22,66.7
18,7.6,6.6,6.5,4.6,67.5,3,5,56.0
19,1.6,4.6,6.0,3.6,57.5,6,14,21.4
21,1.4,9.4,4.1,2.8,67.1,4,22,41.4
23,6.6,6.8,4.0,2.9,75.5,10,17,66.8
20,5.6,5.0,2.8,2.2,69.0,7,10,45.6
23,3.7,10.0,5.4,3.6,87.0,9,16,40.8
22,2.9,6.0,4.4,2.7,73.9,6,21,43.4
21,3.9,5.6,3.7,2.8,57.3,2,25,64.3
18,6.1,6.9,3.7,2.4,50.6,10,25,60.3
18,5.8,10.0,2.0,1.3,67.3,7,16,49.9
21,3.0,6.9,2.9,1.2,65.5,2,28,63.1
21,5.1,5.5,2.8,1.5,41.7,2,5,45.0
21,1.3,8.3,4.9,3.3,57.1,3,29,46.4
24,4.5,7.4,2.9,1.6,87.7,9,12,55.1
19,1.2,6.1,1.0,0.2,20.0,8,3,22.8
20,5.7,3.3,4.2,2.6,85.8,7,24,52.3
19,6.3,4.6,5.9,4.5,89.7,1,11,54.4
22,2.3,3.9,3.6,2.4,74.2,7,3,19.1
23,0.5,7.4,2.8,1.9,73.1,10,6,29.4
19,3.4,9.0,4.7,2.9,54.9,7,16,43.8
21,2.6,7.8,5.6,3.4,70.9,1,8,48.2
18,4.9,4.4,2.4,2.2,78.7,9,16,49.0
20,4.9,6.3,5.1,4.2,96.2,3,8,39.6
21,2.9,6.8,3.4,3.0,68.1,4,27,58.3
18,5.4,6.2,5.0,3.1,74.6,4,24,63.4
19,0.5,8.7,6.2,4.3,90.0,5,23,37.2
19,6.0,7.9,3.7,3.7,59.2,8,5,46.4
20,2.4,8.3,4.3,2.9,67.4,3,14,50.3
20,4.5,6.7,4.1,2.3,53.3,5,18,57.1
24,2.8,3.9,4.6,4.0,89.5,9,13,25.6
19,4.9,4.6,4.3,3.8,90.7,6,29,61.5
21,4.0,5.9,1.8,1.4,65.6,8,4,43.2
24,3.6,5.9,2.6,1.5,90.5,10,5,43.4
23,1.9,6.2,4.4,2.9,86.6,1,5,38.8
20,5.4,7.0,3.3,2.4,57.3,3,14,66.2
22,0.8,5.7,2.1,1.6,69.9,1,6,31.6
23,4.3,4.9,2.8,1.9,89.2,8,17,51.6
21,0.8,9.1,4.4,3.4,59.2,1,28,39.9
19,2.4,3.8,1.6,1.2,29.3,2,25,47.8
21,3.3,4.5,4.7,3.1,80.0,2,23,46.6
24,2.8,7.4,6.8,4.9,66.1,6,3,27.4
22,4.0,4.2,4.3,2.5,81.2,4,24,48.3
23,3.0,7.0,3.5,3.0,79.2,10,6,39.1
23,5.0,7.5,5.2,3.8,92.5,6,15,55.0
20,0.5,6.9,3.3,2.0,61.4,2,12,36.6
19,4.2,8.3,3.8,2.6,69.1,2,6,52.2
19,2.2,7.0,3.3,2.1,75.6,5,10,52.6
18,3.2,7.6,4.2,3.5,56.5,6,8,36.4
18,4.2,7.1,4.4,3.1,77.1,9,25,60.2
20,5.8,5.6,5.8,3.2,60.0,4,3,50.1
23,3.4,5.8,4.8,4.0,46.9,7,13,41.6
19,4.0,7.5,0.9,0.2,65.6,10,3,42.9
24,3.7,4.9,1.7,1.5,79.6,8,12,43.9
23,8.7,7.0,1.0,0.2,39.2,4,25,85.0
20,4.7,8.0,3.7,3.0,83.0,2,10,54.7
21,4.7,8.7,5.8,3.8,100.0,6,28,60.4
21,7.7,3.8,4.7,3.1,70.2,7,28,56.2
18,6.1,5.6,2.7,1.8,73.4,1,7,58.2
18,2.3,8.2,7.1,4.9,81.8,4,28,48.7
22,3.6,5.4,5.3,4.1,100.0,2,25,51.3
19,4.9,5.9,4.2,2.8,81.7,8,17,60.4
21,4.5,5.7,4.5,3.7,91.4,6,16,58.7
20,4.9,9.3,4.7,3.2,90.8,5,22,57.9
19,5.0,5.1,5.9,4.3,59.2,3,15,44.9
18,4.3,3.0,4.3,2.4,93.9,1,21,41.7
21,6.1,6.5,4.7,3.7,74.6,10,14,60.4
21,7.7,6.3,4.5,3.4,70.1,2,7,60.1
23,4.7,7.5,7.3,4.7,51.7,3,28,56.2
24,3.4,7.4,2.5,1.4,58.1,2,13,64.9
24,4.5,7.8,1.8,1.3,71.5,3,9,55.4
19,3.7,7.0,2.5,1.6,68.1,2,26,68.5
21,2.0,6.2,2.0,1.7,88.6,6,22,60.1
18,4.2,5.8,3.3,2.3,63.0,6,20,58.5
22,4.5,5.8,3.4,3.0,79.7,7,4,50.0
18,6.1,4.7,5.5,3.0,61.4,2,18,56.0
24,2.5,3.0,4.4,2.4,100.0,7,17,31.4
21,3.0,8.3,3.1,2.7,100.0,4,13,59.3
18,1.7,5.0,4.3,3.4,69.2,7,26,33.7
20,1.5,7.4,3.6,2.5,83.2,1,8,44.9
23,3.4,3.5,3.9,2.6,78.7,5,14,31.3
19,4.6,4.0,7.6,5.3,64.3,8,7,24.7
22,4.2,6.7,2.4,1.7,77.5,9,7,44.2
21,5.3,5.9,4.8,4.3,84.5,2,21,67.1
23,4.4,5.0,3.3,2.3,62.6,6,21,50.2
22,2.1,5.3,4.0,3.3,72.0,8,15,47.6
23,3.8,4.7,4.9,3.5,55.0,7,6,30.2
23,3.1,9.2,5.6,3.8,92.9,3,6,35.0
19,6.7,5.7,5.7,3.5,21.0,9,27,54.4
20,5.5,3.7,5.0,3.2,90.2,8,22,50.2
21,4.4,4.6,4.0,2.3,40.7,10,19,34.4
24,3.9,5.3,3.6,2.6,69.5,6,4,44.4
22,6.7,6.9,3.4,1.8,83.4,7,21,67.9
